"","strand","stop_pos","n","max_njunc","mean_njunc","mean_qwidth","mean_width","min_mapq","mean_mapq","file_name"
"7753","-",3675614,1,0,0,147,125,18,18,"subpool-LVA_R1_stop.bam"
"7754","-",3695570,1,0,0,120,65,24,24,"subpool-LVA_R1_stop.bam"
"7755","-",3816764,2,0,0,147,112,42,42,"subpool-LVA_R1_stop.bam"
"7756","-",3931030,2,0,0,103,81,42,42,"subpool-LVA_R1_stop.bam"
"7757","-",3969351,18,0,0,147,133,44,44,"subpool-LVA_R1_stop.bam"
"7758","-",4030981,1,0,0,73,73,44,44,"subpool-LVA_R1_stop.bam"
"7759","-",4090386,2,0,0,147,130,44,44,"subpool-LVA_R1_stop.bam"
"7760","-",4098173,35,0,0,147,131,44,44,"subpool-LVA_R1_stop.bam"
"7761","-",4123381,6,0,0,147,131,44,44,"subpool-LVA_R1_stop.bam"
"7762","-",4132329,2,0,0,99,82,42,42,"subpool-LVA_R1_stop.bam"
"7763","-",4189464,1,0,0,147,130,44,44,"subpool-LVA_R1_stop.bam"
"7764","-",4273433,5,0,0,147,113,42,42,"subpool-LVA_R1_stop.bam"
"7765","-",4311138,1,0,0,147,130,44,44,"subpool-LVA_R1_stop.bam"
"7766","-",4328173,81,0,0,135.962962962963,124.086419753086,28,43.4567901234568,"subpool-LVA_R1_stop.bam"
"7767","-",4333070,8,0,0,147,134,44,44,"subpool-LVA_R1_stop.bam"
"7768","-",4346659,4,0,0,147,127,44,44,"subpool-LVA_R1_stop.bam"
"7769","-",4397590,1,0,0,28,27,22,22,"subpool-LVA_R1_stop.bam"
"7770","-",4397591,19,0,0,32.3157894736842,26.3157894736842,22,41.6842105263158,"subpool-LVA_R1_stop.bam"
"7771","-",4397614,2,0,0,147,45,22,22,"subpool-LVA_R1_stop.bam"
"7772","-",4399102,41,0,0,23.6585365853659,23.6341463414634,22,36.5365853658537,"subpool-LVA_R1_stop.bam"
"7773","-",4403225,7,0,0,147,127,44,44,"subpool-LVA_R1_stop.bam"
"7774","-",4421500,4,0,0,147,114,42,42,"subpool-LVA_R1_stop.bam"
"7775","-",4423203,2,0,0,147,124,44,44,"subpool-LVA_R1_stop.bam"
"7776","-",4423431,1,0,0,147,118,41,41,"subpool-LVA_R1_stop.bam"
"7777","-",4466118,5,0,0,105,91,44,44,"subpool-LVA_R1_stop.bam"
"7778","-",4475304,3,0,0,147,46,22,22,"subpool-LVA_R1_stop.bam"
"7779","-",4545760,35,0,0,142.028571428571,127.028571428571,42,43.8857142857143,"subpool-LVA_R1_stop.bam"
"7780","-",4635030,3,0,0,147,103,41,41,"subpool-LVA_R1_stop.bam"
"7781","-",4638724,1,0,0,147,131,44,44,"subpool-LVA_R1_stop.bam"
"7782","-",4643972,9,0,0,147,128,44,44,"subpool-LVA_R1_stop.bam"
"7783","-",4656394,1,0,0,147,115,42,42,"subpool-LVA_R1_stop.bam"
"7784","-",4682894,1,0,0,147,45,22,22,"subpool-LVA_R1_stop.bam"
"7785","-",4682897,2,0,0,147,48,22,22,"subpool-LVA_R1_stop.bam"
"7786","-",4682902,817,0,0,145.858017135863,51.8837209302326,22,22,"subpool-LVA_R1_stop.bam"
"7787","-",4703465,17,0,0,144.588235294118,41.2941176470588,22,22,"subpool-LVA_R1_stop.bam"
"7788","-",4703467,13,0,0,144.846153846154,43.8461538461538,22,22,"subpool-LVA_R1_stop.bam"
"7789","-",4747487,2,0,0,147,134,44,44,"subpool-LVA_R1_stop.bam"
"7790","-",4812071,3,0,0,147,130,44,44,"subpool-LVA_R1_stop.bam"
"7791","-",4816659,4,0,0,147,133,44,44,"subpool-LVA_R1_stop.bam"
"7792","-",4821209,1,0,0,90,90,44,44,"subpool-LVA_R1_stop.bam"
"7793","-",4923083,3,0,0,134,92,36,36,"subpool-LVA_R1_stop.bam"
"7794","-",4926149,1,0,0,147,130,44,44,"subpool-LVA_R1_stop.bam"
"7795","-",4939737,2,0,0,147,133,44,44,"subpool-LVA_R1_stop.bam"
"7796","-",4983768,9,0,0,147,130,44,44,"subpool-LVA_R1_stop.bam"
"7797","-",4985164,3,0,0,147,39,22,22,"subpool-LVA_R1_stop.bam"
"7798","-",5071766,2,0,0,147,131,37,37,"subpool-LVA_R1_stop.bam"
"7799","-",5107915,1,0,0,147,109,41,41,"subpool-LVA_R1_stop.bam"
"7800","-",5110942,34,0,0,140.882352941176,125.764705882353,42,43.8823529411765,"subpool-LVA_R1_stop.bam"
"7801","-",5157951,1,0,0,24,24,44,44,"subpool-LVA_R1_stop.bam"
"7802","-",5199197,6,0,0,147,135,44,44,"subpool-LVA_R1_stop.bam"
"7803","-",5212814,7,0,0,147,44,22,22,"subpool-LVA_R1_stop.bam"
"7804","-",5212820,35,0,0,146.742857142857,49.7428571428571,22,22,"subpool-LVA_R1_stop.bam"
"7805","-",5371905,7,0,0,147,44,22,22,"subpool-LVA_R1_stop.bam"
"7806","-",5371906,10,0,0,147,45,22,22,"subpool-LVA_R1_stop.bam"
"7807","-",5391270,1,0,0,147,130,44,44,"subpool-LVA_R1_stop.bam"
"7808","-",5431336,5,0,0,147,130,44,44,"subpool-LVA_R1_stop.bam"
"7809","-",5487859,5,0,0,97,72,28,38.4,"subpool-LVA_R1_stop.bam"
"7810","-",5491504,5,0,0,147,134,44,44,"subpool-LVA_R1_stop.bam"
"7811","-",5501549,141,0,0,139.255319148936,125.489361702128,36,43.8297872340426,"subpool-LVA_R1_stop.bam"
"7812","-",5552616,246,0,0,145.731707317073,44.0609756097561,22,22,"subpool-LVA_R1_stop.bam"
"7813","-",5552619,11,0,0,147,47.5454545454545,22,22,"subpool-LVA_R1_stop.bam"
"7814","-",5560234,1,0,0,47,30,22,22,"subpool-LVA_R1_stop.bam"
"7815","-",5593896,2,0,0,143,128,44,44,"subpool-LVA_R1_stop.bam"
"7816","-",5595386,1,0,0,147,43,22,22,"subpool-LVA_R1_stop.bam"
"7817","-",5614310,8,0,0,130.375,98,37,37.875,"subpool-LVA_R1_stop.bam"
"7818","-",5623993,1,0,0,147,133,44,44,"subpool-LVA_R1_stop.bam"
"7819","-",5623998,6,0,0,113.333333333333,104.666666666667,42,43,"subpool-LVA_R1_stop.bam"
"7820","-",5642040,3,0,0,147,129,44,44,"subpool-LVA_R1_stop.bam"
"7821","-",5680247,3,0,0,147,134.666666666667,44,44,"subpool-LVA_R1_stop.bam"
"7822","-",5689207,2,0,0,107,93,44,44,"subpool-LVA_R1_stop.bam"
"7823","-",5714280,4,0,0,147,139,44,44,"subpool-LVA_R1_stop.bam"
"7824","-",5816655,15,0,0,65,65,44,44,"subpool-LVA_R1_stop.bam"
"7825","-",5845421,2,0,0,115.5,101.5,42,43,"subpool-LVA_R1_stop.bam"
"7826","-",5847066,7,0,0,64,48,36,36,"subpool-LVA_R1_stop.bam"
"7827","-",5888135,1,0,0,147,46,22,22,"subpool-LVA_R1_stop.bam"
"7828","-",5888143,183,0,0,145.51912568306,52.4918032786885,22,22,"subpool-LVA_R1_stop.bam"
"7829","-",5888298,1,0,0,147,45,22,22,"subpool-LVA_R1_stop.bam"
"7830","-",5910068,7,0,0,147,131,42,43.7142857142857,"subpool-LVA_R1_stop.bam"
"7831","-",5911755,20,0,0,145.55,46.55,22,22,"subpool-LVA_R1_stop.bam"
"7832","-",5917693,7,0,0,131.428571428571,119.428571428571,0,32.5714285714286,"subpool-LVA_R1_stop.bam"
"7833","-",5921177,1,0,0,147,147,44,44,"subpool-LVA_R1_stop.bam"
"7834","-",5959516,4,0,0,147,130,44,44,"subpool-LVA_R1_stop.bam"
"7835","-",5988482,11,0,0,147,131,44,44,"subpool-LVA_R1_stop.bam"
"7836","-",6039725,5,0,0,147,135.2,44,44,"subpool-LVA_R1_stop.bam"
"7837","-",6039726,1,0,0,147,135,42,42,"subpool-LVA_R1_stop.bam"
"7838","-",6048847,4,0,0,147,133.25,44,44,"subpool-LVA_R1_stop.bam"
"7839","-",6106285,23,0,0,143.95652173913,127.95652173913,42,43.9130434782609,"subpool-LVA_R1_stop.bam"
"7840","-",6106288,2,0,0,147,134,42,43,"subpool-LVA_R1_stop.bam"
"7841","-",6107237,52,0,0,128.384615384615,114.442307692308,22,42.1538461538462,"subpool-LVA_R1_stop.bam"
"7842","-",6116770,1,0,0,147,103,41,41,"subpool-LVA_R1_stop.bam"
"7843","-",6206381,1,0,0,147,112,1,1,"subpool-LVA_R1_stop.bam"
"7844","-",6221226,12,0,0,146.75,134.75,44,44,"subpool-LVA_R1_stop.bam"
"7845","-",6289690,5,0,0,147,131,44,44,"subpool-LVA_R1_stop.bam"
"7846","-",6383216,4,0,0,95,79,37,37,"subpool-LVA_R1_stop.bam"
"7847","-",6411301,6,0,0,142,125,44,44,"subpool-LVA_R1_stop.bam"
"7848","-",6462112,1,0,0,147,114,42,42,"subpool-LVA_R1_stop.bam"
"7849","-",6471283,6,0,0,147,132,44,44,"subpool-LVA_R1_stop.bam"
"7850","-",6483024,3,0,0,147,133,44,44,"subpool-LVA_R1_stop.bam"
"7851","-",6531059,5,0,0,147,130,44,44,"subpool-LVA_R1_stop.bam"
"7852","+",647194,1,0,0,26,26,44,44,"subpool-stop_R1_ASV.bam"
"7853","+",3660471,1,0,0,31,31,44,44,"subpool-stop_R1_ASV.bam"
"7854","+",3913660,4,0,0,26,26,44,44,"subpool-stop_R1_ASV.bam"
"7855","+",5599359,8,0,0,27,27,44,44,"subpool-stop_R1_ASV.bam"
"7856","+",5813466,9,0,0,27.4444444444444,27.4444444444444,44,44,"subpool-stop_R1_ASV.bam"
"7857","+",6171081,1,0,0,31,31,44,44,"subpool-stop_R1_ASV.bam"
"7858","-",6692,27,0,0,27.3333333333333,27.3333333333333,44,44,"subpool-stop_R1_ASV.bam"
"7859","-",436270,36,0,0,27.4444444444444,27.4444444444444,41,43.9166666666667,"subpool-stop_R1_ASV.bam"
"7860","-",754538,1,0,0,26,26,22,22,"subpool-stop_R1_ASV.bam"
"7861","-",2258566,8,0,0,26.625,26.625,44,44,"subpool-stop_R1_ASV.bam"
"7862","-",4399102,8,0,0,27.5,27.5,22,41.25,"subpool-stop_R1_ASV.bam"
"7863","+",647194,1,0,0,31,31,44,44,"subpool-stop_R1_LAA.bam"
"7864","+",3913660,2,0,0,29,29,44,44,"subpool-stop_R1_LAA.bam"
"7865","+",5599359,4,0,0,30.75,30.75,44,44,"subpool-stop_R1_LAA.bam"
"7866","+",5813466,17,0,0,27.2941176470588,27.1764705882353,22,40.3529411764706,"subpool-stop_R1_LAA.bam"
"7867","+",6171081,2,0,0,28,28,44,44,"subpool-stop_R1_LAA.bam"
"7868","+",6171083,1,0,0,31,29,42,42,"subpool-stop_R1_LAA.bam"
"7869","-",6688,3,0,0,27,23,22,22,"subpool-stop_R1_LAA.bam"
"7870","-",6692,13,0,0,27.6923076923077,27.6923076923077,44,44,"subpool-stop_R1_LAA.bam"
"7871","-",436270,6,0,0,29,29,41,43.5,"subpool-stop_R1_LAA.bam"
"7872","-",754538,6,0,0,26.1666666666667,26.1666666666667,44,44,"subpool-stop_R1_LAA.bam"
"7873","-",1483950,1,0,0,25,25,44,44,"subpool-stop_R1_LAA.bam"
"7874","-",2068799,3,0,0,29,29,44,44,"subpool-stop_R1_LAA.bam"
"7875","-",2258565,2,0,0,27,27,44,44,"subpool-stop_R1_LAA.bam"
"7876","-",2258566,15,0,0,26.5333333333333,26.5333333333333,44,44,"subpool-stop_R1_LAA.bam"
"7877","-",4397591,1,0,0,26,26,44,44,"subpool-stop_R1_LAA.bam"
"7878","-",4399102,10,0,0,28.4,28.4,44,44,"subpool-stop_R1_LAA.bam"
"7879","+",647194,3,0,0,22,22,22,22,"subpool-stop_R1_LVA.bam"
"7880","+",5599359,2,0,0,27,27,44,44,"subpool-stop_R1_LVA.bam"
"7881","+",5813466,3,0,0,29,29,44,44,"subpool-stop_R1_LVA.bam"
"7882","-",6692,2,0,0,28.5,28.5,44,44,"subpool-stop_R1_LVA.bam"
"7883","-",436270,1,0,0,26,26,44,44,"subpool-stop_R1_LVA.bam"
"7884","-",754538,1,0,0,31,31,44,44,"subpool-stop_R1_LVA.bam"
"7885","-",2068799,1,0,0,25,25,44,44,"subpool-stop_R1_LVA.bam"
"7886","-",4397591,1,0,0,31,31,44,44,"subpool-stop_R1_LVA.bam"
"7887","-",4399102,6,0,0,26.1666666666667,26.1666666666667,24,40.6666666666667,"subpool-stop_R1_LVA.bam"
"7888","+",2755,5,0,0,147,131,44,44,"subpool-stop_R1_stop.bam"
"7889","+",6602,28,0,0,28,23,22,22,"subpool-stop_R1_stop.bam"
"7890","+",28145,3,0,0,147,131,44,44,"subpool-stop_R1_stop.bam"
"7891","+",84452,1,0,0,147,134,38,38,"subpool-stop_R1_stop.bam"
"7892","+",164322,25,0,0,145.12,129.08,25,25,"subpool-stop_R1_stop.bam"
"7893","+",181880,1,0,0,23,23,44,44,"subpool-stop_R1_stop.bam"
"7894","+",189914,5,0,0,28,25,24,24,"subpool-stop_R1_stop.bam"
"7895","+",197507,5,0,0,147,86,28,28,"subpool-stop_R1_stop.bam"
"7896","+",289152,7,0,0,132,132,21,27.1428571428571,"subpool-stop_R1_stop.bam"
"7897","+",335466,6,0,0,146,131,44,44,"subpool-stop_R1_stop.bam"
"7898","+",338401,2,0,0,147,126,44,44,"subpool-stop_R1_stop.bam"
"7899","+",343666,4,0,0,145.5,128.5,44,44,"subpool-stop_R1_stop.bam"
"7900","+",420384,4,0,0,28,26,36,36,"subpool-stop_R1_stop.bam"
"7901","+",421002,1649,0,0,23.9654335961189,23.9630078835658,22,38.212249848393,"subpool-stop_R1_stop.bam"
"7902","+",421003,3,0,0,26.6666666666667,25.6666666666667,24,36,"subpool-stop_R1_stop.bam"
"7903","+",421004,1,0,0,28,26,22,22,"subpool-stop_R1_stop.bam"
"7904","+",431536,2,0,0,28,24,22,22,"subpool-stop_R1_stop.bam"
"7905","+",461080,2071,0,0,24.3660067600193,24.3626267503621,22,39.2988894253984,"subpool-stop_R1_stop.bam"
"7906","+",461081,5,0,0,24.8,23.8,24,27.6,"subpool-stop_R1_stop.bam"
"7907","+",461082,3,0,0,28,25,22,31.3333333333333,"subpool-stop_R1_stop.bam"
"7908","+",479878,2,0,0,122,103,42,42,"subpool-stop_R1_stop.bam"
"7909","+",520284,1,0,0,147,133,44,44,"subpool-stop_R1_stop.bam"
"7910","+",528203,3,0,0,147,130,44,44,"subpool-stop_R1_stop.bam"
"7911","+",577706,2,0,0,96,82,25,31.5,"subpool-stop_R1_stop.bam"
"7912","+",584958,3,0,0,147,125,44,44,"subpool-stop_R1_stop.bam"
"7913","+",585243,1,0,0,24,24,44,44,"subpool-stop_R1_stop.bam"
"7914","+",601406,4,0,0,147,125,42,42,"subpool-stop_R1_stop.bam"
"7915","+",618632,1,0,0,28,23,22,22,"subpool-stop_R1_stop.bam"
"7916","+",647193,6,0,0,25.1666666666667,25.1666666666667,22,40.3333333333333,"subpool-stop_R1_stop.bam"
"7917","+",647194,585701,0,0,24.3413977439,24.336507876886,22,38.7538966127768,"subpool-stop_R1_stop.bam"
"7918","+",647195,302,0,0,26.2152317880795,25.2516556291391,22,34.2450331125828,"subpool-stop_R1_stop.bam"
"7919","+",647196,341,0,0,27.5777126099707,25.8445747800587,22,35.2785923753666,"subpool-stop_R1_stop.bam"
"7920","+",647197,31,0,0,28,25,24,24,"subpool-stop_R1_stop.bam"
"7921","+",647198,1,0,0,28,24,22,22,"subpool-stop_R1_stop.bam"
"7922","+",647203,1,0,0,28,23,22,22,"subpool-stop_R1_stop.bam"
"7923","+",649127,64859,0,0,24.3887509829014,24.3856056985152,22,38.7411770147551,"subpool-stop_R1_stop.bam"
"7924","+",649128,17,0,0,25.7647058823529,24.6470588235294,24,32.1176470588235,"subpool-stop_R1_stop.bam"
"7925","+",649129,9,0,0,28,26,36,36,"subpool-stop_R1_stop.bam"
"7926","+",649130,2,0,0,28,25,24,24,"subpool-stop_R1_stop.bam"
"7927","+",649131,2,0,0,28,24,22,22,"subpool-stop_R1_stop.bam"
"7928","+",649132,1,0,0,28,23,22,22,"subpool-stop_R1_stop.bam"
"7929","+",690475,5,0,0,28,23,22,22,"subpool-stop_R1_stop.bam"
"7930","+",698175,1,0,0,147,118,42,42,"subpool-stop_R1_stop.bam"
"7931","+",719522,631,0,0,24.1537242472266,24.1537242472266,22,39.43264659271,"subpool-stop_R1_stop.bam"
"7932","+",719523,2,0,0,24,23,24,24,"subpool-stop_R1_stop.bam"
"7933","+",754542,2,0,0,147,51,22,22,"subpool-stop_R1_stop.bam"
"7934","+",755866,2,0,0,28,28,44,44,"subpool-stop_R1_stop.bam"
"7935","+",766140,7,0,0,147,131,44,44,"subpool-stop_R1_stop.bam"
"7936","+",794018,6,0,0,147,112,42,42,"subpool-stop_R1_stop.bam"
"7937","+",797126,2,0,0,28,25,24,24,"subpool-stop_R1_stop.bam"
"7938","+",803342,1,0,0,23,23,44,44,"subpool-stop_R1_stop.bam"
"7939","+",828210,7,0,0,147,135,18,19,"subpool-stop_R1_stop.bam"
"7940","+",882635,15,0,0,28,25,24,24,"subpool-stop_R1_stop.bam"
"7941","+",889991,4,0,0,128.25,88,28,37.75,"subpool-stop_R1_stop.bam"
"7942","+",948188,2,0,0,147,113,42,42,"subpool-stop_R1_stop.bam"
"7943","+",986090,4,0,0,28,28,36,42,"subpool-stop_R1_stop.bam"
"7944","+",1001971,18,0,0,25.6111111111111,25.6111111111111,44,44,"subpool-stop_R1_stop.bam"
"7945","+",1005300,4,0,0,28,24,22,22,"subpool-stop_R1_stop.bam"
"7946","+",1043817,4,0,0,147,113,36,39.75,"subpool-stop_R1_stop.bam"
"7947","+",1054723,5119,0,0,24.5086931041219,24.5084977534675,22,39.2983004493065,"subpool-stop_R1_stop.bam"
"7948","+",1054724,4,0,0,26,25,24,33,"subpool-stop_R1_stop.bam"
"7949","+",1104983,8,0,0,28,25,24,24,"subpool-stop_R1_stop.bam"
"7950","+",1109495,2,0,0,147,130,44,44,"subpool-stop_R1_stop.bam"
"7951","+",1118739,7,0,0,147,90,36,36,"subpool-stop_R1_stop.bam"
"7952","+",1128652,4,0,0,147,133,44,44,"subpool-stop_R1_stop.bam"
"7953","+",1150361,2,0,0,147,129,44,44,"subpool-stop_R1_stop.bam"
"7954","+",1164017,57,0,0,25.2105263157895,25.2105263157895,22,40.9122807017544,"subpool-stop_R1_stop.bam"
"7955","+",1187877,2,0,0,147,132.5,42,43,"subpool-stop_R1_stop.bam"
"7956","+",1189445,1,0,0,147,133,44,44,"subpool-stop_R1_stop.bam"
"7957","+",1193108,5,0,0,147,130,44,44,"subpool-stop_R1_stop.bam"
"7958","+",1202365,2,0,0,28,28,44,44,"subpool-stop_R1_stop.bam"
"7959","+",1206695,13,0,0,28,26,36,36,"subpool-stop_R1_stop.bam"
"7960","+",1251188,12,0,0,147,43,22,22,"subpool-stop_R1_stop.bam"
"7961","+",1254654,10,0,0,147,128,42,43.8,"subpool-stop_R1_stop.bam"
"7962","+",1263831,12,0,0,147,133,44,44,"subpool-stop_R1_stop.bam"
"7963","+",1310598,5,0,0,28.2,26.2,36,37,"subpool-stop_R1_stop.bam"
"7964","+",1370691,31,0,0,147,42.0645161290323,22,22,"subpool-stop_R1_stop.bam"
"7965","+",1399692,3,0,0,147,131,44,44,"subpool-stop_R1_stop.bam"
"7966","+",1442114,13,0,0,147,135,44,44,"subpool-stop_R1_stop.bam"
"7967","+",1447214,4,0,0,92,75,42,42,"subpool-stop_R1_stop.bam"
"7968","+",1475625,1,0,0,147,125,42,42,"subpool-stop_R1_stop.bam"
"7969","+",1475627,116,0,0,137.698275862069,118.577586206897,21,40.9396551724138,"subpool-stop_R1_stop.bam"
"7970","+",1496964,1,0,0,147,128,44,44,"subpool-stop_R1_stop.bam"
"7971","+",1553710,1,0,0,147,134,44,44,"subpool-stop_R1_stop.bam"
"7972","+",1572110,3,0,0,147,129,44,44,"subpool-stop_R1_stop.bam"
"7973","+",1600804,6,0,0,147,31,22,22,"subpool-stop_R1_stop.bam"
"7974","+",1635559,1,0,0,147,128,44,44,"subpool-stop_R1_stop.bam"
"7975","+",1637755,1,0,0,147,130,44,44,"subpool-stop_R1_stop.bam"
"7976","+",1647842,2,0,0,147,133,44,44,"subpool-stop_R1_stop.bam"
"7977","+",1663373,24,0,0,131.5,117.583333333333,36,42.5833333333333,"subpool-stop_R1_stop.bam"
"7978","+",1759528,1,0,0,147,52,22,22,"subpool-stop_R1_stop.bam"
"7979","+",1760722,1,0,0,147,103,18,18,"subpool-stop_R1_stop.bam"
"7980","+",1768477,25,0,0,22.92,22.92,22,35.2,"subpool-stop_R1_stop.bam"
"7981","+",1813667,6,0,0,147,129,44,44,"subpool-stop_R1_stop.bam"
"7982","+",1813700,50,0,0,22.84,22.84,22,36.08,"subpool-stop_R1_stop.bam"
"7983","+",1828886,19,0,0,147,124,42,43.5789473684211,"subpool-stop_R1_stop.bam"
"7984","+",1921364,3,0,0,145,125,44,44,"subpool-stop_R1_stop.bam"
"7985","+",1973335,2,0,0,147,128,42,43,"subpool-stop_R1_stop.bam"
"7986","+",2088158,23,0,0,28,27,22,22,"subpool-stop_R1_stop.bam"
"7987","+",2110131,14,0,0,147,131,44,44,"subpool-stop_R1_stop.bam"
"7988","+",2110167,1,0,0,147,128,41,41,"subpool-stop_R1_stop.bam"
"7989","+",2128098,1,0,0,147,113,25,25,"subpool-stop_R1_stop.bam"
"7990","+",2128924,9,0,0,147,134,44,44,"subpool-stop_R1_stop.bam"
"7991","+",2133888,36,0,0,25.9444444444444,24.9444444444444,24,33.1666666666667,"subpool-stop_R1_stop.bam"
"7992","+",2193042,1,0,0,106,90,42,42,"subpool-stop_R1_stop.bam"
"7993","+",2233277,32302,0,0,24.3353352733577,24.3278434771841,22,38.8809671227788,"subpool-stop_R1_stop.bam"
"7994","+",2233278,13,0,0,25.2307692307692,24.3076923076923,24,29.0769230769231,"subpool-stop_R1_stop.bam"
"7995","+",2233279,16,0,0,27.875,25.875,22,35.4375,"subpool-stop_R1_stop.bam"
"7996","+",2233280,1,0,0,28,25,24,24,"subpool-stop_R1_stop.bam"
"7997","+",2253920,2,0,0,147,130,44,44,"subpool-stop_R1_stop.bam"
"7998","+",2315652,59,0,0,23.9491525423729,23.9491525423729,22,36.0338983050847,"subpool-stop_R1_stop.bam"
"7999","+",2372701,1,0,0,147,130,44,44,"subpool-stop_R1_stop.bam"
"8000","+",2388097,1,0,0,147,134,44,44,"subpool-stop_R1_stop.bam"
"8001","+",2470840,1,0,0,147,132,44,44,"subpool-stop_R1_stop.bam"
"8002","+",2499323,1,0,0,130,113,44,44,"subpool-stop_R1_stop.bam"
"8003","+",2519622,3,0,0,147,131,44,44,"subpool-stop_R1_stop.bam"
"8004","+",2535221,1,0,0,147,130,44,44,"subpool-stop_R1_stop.bam"
"8005","+",2607843,11623,0,0,24.3326163641057,24.30998881528,22,39.0952421922051,"subpool-stop_R1_stop.bam"
"8006","+",2607844,3,0,0,26.6666666666667,25.6666666666667,24,36,"subpool-stop_R1_stop.bam"
"8007","+",2607845,1,0,0,28,26,22,22,"subpool-stop_R1_stop.bam"
"8008","+",2621193,4,0,0,134,118,44,44,"subpool-stop_R1_stop.bam"
"8009","+",2648717,24,0,0,28,23,22,22,"subpool-stop_R1_stop.bam"
"8010","+",2707188,6,0,0,143.666666666667,38.6666666666667,22,22,"subpool-stop_R1_stop.bam"
"8011","+",2748179,5,0,0,28,25,24,24,"subpool-stop_R1_stop.bam"
"8012","+",2769212,1,0,0,147,105,41,41,"subpool-stop_R1_stop.bam"
"8013","+",2776260,11,0,0,28,28,22,22.1818181818182,"subpool-stop_R1_stop.bam"
"8014","+",2796665,6,0,0,144,89.8333333333333,36,36,"subpool-stop_R1_stop.bam"
"8015","+",2796861,36,0,0,28,25,24,24,"subpool-stop_R1_stop.bam"
"8016","+",2817221,1,0,0,87,65,41,41,"subpool-stop_R1_stop.bam"
"8017","+",2898155,11,0,0,125.727272727273,109.636363636364,36,42.7272727272727,"subpool-stop_R1_stop.bam"
"8018","+",2921678,23,0,0,23.0434782608696,23.0434782608696,22,35.3913043478261,"subpool-stop_R1_stop.bam"
"8019","+",3001553,1,0,0,147,128,44,44,"subpool-stop_R1_stop.bam"
"8020","+",3003874,5,0,0,147,120,42,42,"subpool-stop_R1_stop.bam"
"8021","+",3072224,7,0,0,147,147,44,44,"subpool-stop_R1_stop.bam"
"8022","+",3088450,7,0,0,147,130,39,39.7142857142857,"subpool-stop_R1_stop.bam"
"8023","+",3123850,4,0,0,147,112,42,42,"subpool-stop_R1_stop.bam"
"8024","+",3125978,123,0,0,23.8130081300813,23.8130081300813,22,35.9512195121951,"subpool-stop_R1_stop.bam"
"8025","+",3169223,18,0,0,28,26,36,36,"subpool-stop_R1_stop.bam"
"8026","+",3195632,1,0,0,147,130,44,44,"subpool-stop_R1_stop.bam"
"8027","+",3195796,2,0,0,147,130,44,44,"subpool-stop_R1_stop.bam"
"8028","+",3271313,3,0,0,147,130,44,44,"subpool-stop_R1_stop.bam"
"8029","+",3276688,2,0,0,147,125,44,44,"subpool-stop_R1_stop.bam"
"8030","+",3301826,12,0,0,125.5,112.583333333333,36,42.4166666666667,"subpool-stop_R1_stop.bam"
"8031","+",3325577,50,0,0,143.56,129.28,41,43.94,"subpool-stop_R1_stop.bam"
"8032","+",3392107,1,0,0,23,23,44,44,"subpool-stop_R1_stop.bam"
"8033","+",3459927,1,0,0,147,147,44,44,"subpool-stop_R1_stop.bam"
"8034","+",3481587,2,0,0,147,62,22,22,"subpool-stop_R1_stop.bam"
"8035","+",3501823,2,0,0,147,128,44,44,"subpool-stop_R1_stop.bam"
"8036","+",3595807,1,0,0,147,134,21,21,"subpool-stop_R1_stop.bam"
"8037","+",3660471,1650,0,0,24.1715151515152,24.1684848484848,22,37.3878787878788,"subpool-stop_R1_stop.bam"
"8038","+",3660472,1,0,0,24,23,24,24,"subpool-stop_R1_stop.bam"
"8039","+",3663010,3,0,0,146,98,25,25,"subpool-stop_R1_stop.bam"
"8040","+",3681681,2,0,0,147,131,44,44,"subpool-stop_R1_stop.bam"
"8041","+",3688550,57,0,0,23.2456140350877,22.859649122807,22,33.1929824561403,"subpool-stop_R1_stop.bam"
"8042","+",3719253,9,0,0,147,130,44,44,"subpool-stop_R1_stop.bam"
"8043","+",3730579,7,0,0,23,23,44,44,"subpool-stop_R1_stop.bam"
"8044","+",3748220,1,0,0,90,73,42,42,"subpool-stop_R1_stop.bam"
"8045","+",3758923,42,0,0,24.8571428571429,24.8571428571429,22,39.0952380952381,"subpool-stop_R1_stop.bam"
"8046","+",3767442,5,0,0,147,127,44,44,"subpool-stop_R1_stop.bam"
"8047","+",3795633,36,0,0,25.7222222222222,25.7222222222222,36,43.7777777777778,"subpool-stop_R1_stop.bam"
"8048","+",3864818,4,0,0,147,113,42,42,"subpool-stop_R1_stop.bam"
"8049","+",3903268,7,0,0,24,24,44,44,"subpool-stop_R1_stop.bam"
"8050","+",3913659,1,0,0,29,29,44,44,"subpool-stop_R1_stop.bam"
"8051","+",3913660,463238,0,0,24.2957810024221,24.2817817191163,22,38.7133784361387,"subpool-stop_R1_stop.bam"
"8052","+",3913661,202,0,0,26.1732673267327,25.0643564356436,22,32.7128712871287,"subpool-stop_R1_stop.bam"
"8053","+",3913662,58,0,0,28.0172413793103,26.0172413793103,22,34.6379310344828,"subpool-stop_R1_stop.bam"
"8054","+",3913663,110,0,0,28,25,24,24,"subpool-stop_R1_stop.bam"
"8055","+",3913664,105,0,0,28,24.9904761904762,22,23.9809523809524,"subpool-stop_R1_stop.bam"
"8056","+",3913665,2,0,0,28,23,22,22,"subpool-stop_R1_stop.bam"
